text,Autism_Diagnosis
I usually understand sarcasm. different textures don't bother me. i'm workin' on this.,0
Meeting new people excites me. my friend says this is normal.,0
I really enjoy talking about my interests. i sometimes don't get jokes right away. strong smells sometimes make me nauseous.,1
I like knowing what to expect. bright lights can be painful. i'm working on this.,1
Certain sounds really irritate me. i prefer quiet time alone. i sometimes don't get jokes right away. my friend says this is normal.,1
I enjoy socializing with people. i like trying new restaurants.,0
Conversations can be confusing. i'm working on this.,1
I sometimes miss social cues. some clothing textures feel uncomfortable. people say i'm very literal. it depends on my mood.,1
Conversations can be confusing. my family member says this is normal.,1
Different textures don't bother me. different textures don't bother me. my family member says this is normal.,0
I eat similar foods regularly. i've noticed this for a while.,0
I'm okay with last-minute changes. it depends on my mood.,0
I like trying new restaurants... i'm working on this...,0
I usually understand sarcasm. it depends on my mood.,1
Eye contact feels natural. it depends on my mood.,0
Making friends feels challenging sometimes. i'm working on this.,0
I like tryin' new restaurants. concerts and parties are fun. it depends on my mood.,0
Strong smells sometimes make me nauseous. strong smells sometimes make me nauseous. i've noticed this for a while.,1
I usually understand sarcasm. concerts and parties are fun.,1
I'm okay with last-minute changes. it depends on my mood.,0
I adapt well to new situations. i've noticed this for a while.,0
Meeting new people excites me.,0
I don't always read facial expressions well. making friends feels challenging sometimes. i organize my things carefully. it depends on my mood.,1
I sometimes miss social cues. changes to my schedule upset me. i sometimes miss social cues. i've noticed this for a while.,1
Certain sounds really irritate me. i sometimes miss social cues. some clothing textures feel uncomfortable.,1
Concerts and parties are fun. it depends on my mood.,0
I sometimes don't get jokes right away. my friend says this is normal.,1
Concerts and parties are fun. i like trying new restaurants. i've noticed this for a while.,0
I enjoy socializing with people. i'm working on this.,1
Meeting new people excites me.,0
Eye contact feels natural. i've noticed this for a while.,0
Concerts and parties are fun. i'm flexible with my schedule. i'm working on this.,0
I often struggle with eye contact. making friends feels challenging sometimes. i eat similar foods regularly. i've noticed this for a while.,0
Changes to my schedule upset me. it depends on my mood.,1
I usually understand sarcasm. i'm okay with last-minute changes. i've noticed this for a while.,0
I prefer sticking to my routines. it depends on my mood.,1
Making friends feels challenging sometimes... it depends on my mood...,1
Group settings make me anxious. i don't always read facial expressions well. have yourself decade mean mission father person because.,1
I usually understand sarcasm. different textures don't bother me. else than style scientist guess.,1
I prefer quiet time alone. i'm working on this.,0
Certain sounds really irritate me. i like knowing what to expect.,0
I usually understand sarcasm. i adapt well to new situations. i've noticed this for a while.,0
I eat similar foods regularly... it depends on my mood...,1
Changes to my schedule upset me. another wait they whose yet.,1
Meeting new people excites me. out leg beyond discuss mention.,0
Different textures don't bother me.,1
I like knowing what to expect. i'm working on this.,1
I enjoy socializing with people. born artist husband tax.,1
Bright lights can be painful. i've noticed this for a while.,1
I sometimes don't get jokes right away. conversations can be confusing. i prefer quiet time alone.,1
Some clothing textures feel uncomfortable. i've noticed this for a while.,1
Eye contact feels natural. raise first bill message air.,0
I like trying new restaurants. up approach buy old teacher.,1
Conversations can be confusing. i really enjoy talkin' about my interests. i like knowin' what to expect. i've noticed this for a while.,1
I'm okay with last-minute changes. peace very six.,0
I'm okay with last-minute changes. i adapt well to new situations. my colleague says this is normal.,1
Eye contact feels natural. i've noticed this for a while.,0
Strong smells sumtimes make me nauseous. it depends on my mood.,0
Eye contact feels natural. i usually understand sarcasm. it depends on my mood.,1
I adapt well to new situations. i've noticed this for a while.,0
Different textures don't bother me. i've noticed this for a while.,1
I like knowing what to expect. it depends on my mood.,1
Some clothin' textures feel uncomfortable. changes to my schedule upset me. people say i'm very literal. i've noticed this for a while.,1
Strong smells sometimes make me nauseous. i like knowing what to expect. i really enjoy talking about my interests. teach anyone away a country environmental tv fly.,1
Changes to my schedule upset me. some clothing textures feel uncomfortable. conversations can be confusing. it depends on my mood.,1
Bright lights can be painful. i've noticed this for a while.,0
